Артикул;Название;Цена;Остаток
6089;Наконечник Varteg M6х28х1.0 ( 140.0242/MD0009-10);24;0
3049; Наконечник FoxWeld M6х28х1.0 (140.0242/MD0009-10, пр-во FoxWeld/КНР);57;99
2795;Наконечник FoxWeld M6х28х0.8 (AL) (141.0001/MD0009-58, пр-во FoxWeld/КНР);59;99
6088; Наконечник Varteg  M6х28х0.8 ( 140.0051/MD0009-08);24;0
3048;Наконечник FoxWeld M6х28х0.8 (140.0051/MD0009-08, пр-во FoxWeld/КНР);57;99
3046;Наконечник M5х1.0 FoxWeld (140.0229, пр-во FoxWeld/КНР) ;29;99
3045;Наконечник M5х0.8 FoxWeld (140.0037/MD0001-08, пр-во FoxWeld/КНР);15;99
6268;Наконечник M5х0.6 Varteg (140.0002, пр-во FoxWeld/КНР);15;0
3044;Наконечник FoxWeld M5 х 0.6 (140.0002, пр-во FoxWeld/КНР);15;0
5316;Наконечник М6х25х1.0 прямой (AL) (141.0006/MD0009-60, пр-во FoxWeld/КНР);29;99
5315;Наконечник М6х25х0.8 прямой (AL) (141.0001/MD0009-58, пр-во FoxWeld/КНР);29;99
6095;140.0054/MD0009-78 Наконечник М6х28х0.8 (CuCrZr) VARTEG;57;99
6093;140.0555/MD0009-16 Наконечник М6х28х1.6 VARTEG;23;99
6094;141.0010/MD0009-62 Наконечник M6х28х1.2 (AL) VARTEG;23;99
8746;Наконечник М6х25х0.6 прямой (140.0008/MD0008-06);19;99
8747;Наконечник М6х28х0.8 (CuCrZr) (140.0054/MD0009-78);60;0
8748;Наконечник M6х28х1.2 (140.0379/MD0009-12);23;99
8749;Наконечник M6х28х1.0 (140.0242/MD0009-10);24;99
8750;Наконечник M6х28х0.8 (140.0051/MD0009-08);24;99
8751;Наконечник М6х25х1.0 прямой (140.0253/MD0008-10);19;99
8752;Наконечник М6х25х1.0 прямой (AL) (141.0006/MD0009-60);19;99
9113;Наконечник М6х25х0.8 прямой (140.0059/MD0008-08) ;19;99
9055;Наконечник М6х25х1.0 прямой  (AL) (141.0006/MD0009-60) VARTEG;19;9
4566;Канал FoxWeld  1,2-1,6мм тефлон желтый, 5м (126.0045/GM0762, пр-во FoxWeld/КНР);1092;99
2824;Канал FoxWeld 1,2-1,6мм тефлон желтый, 4м (126.0042/GM0761, пр-во FoxWeld/КНР);860;99
2820; Канал FoxWeld 1,2-1,6мм тефлон желтый, 3м (126.0039/GM0760, пр-во FoxWeld/КНР);640;99
6273;Varteg Канал 1,2-1,6мм сталь желтый, 5м (124.0044/GM0542, пр-во FoxWeld/КНР);260;9
2833;Канал 1,2-1,6мм сталь желтый, 5м (124.0044/GM0542, пр-во FoxWeld/КНР);576;9
6272;Varteg Канал 1,2-1,6мм сталь желтый, 4м (124.0042/GM0541, RF-26, пр-во FoxWeld/КНР);194;99
2832;Канал 1,2-1,6мм сталь желтый, 4м (124.0042/GM0541, RF-26, пр-во FoxWeld/КНР);444;99
4560;Канал 1,2-1,6мм сталь желтый, 3м (124.0041/GM0540, пр-во FoxWeld/КНР);334;99
4565;Канал FoxWeld 1,0-1,2мм тефлон красный, 5м (126.0028/GM0612, пр-во FoxWeld/КНР);1089;99
2823;FoxWeld Канал 1,0-1,2мм тефлон красный, 4м (126.0026/GM0611, пр-во FoxWeld/КНР);894;99
4564;FoxWeld Канал 1,0-1,2мм тефлон красный, 3м (126.0021/GM0610, пр-во FoxWeld/КНР);701;99
6271;Varteg Канал 1,0-1,2мм сталь красный, 5м (124.0035/GM0512, RF-26, пр-во FoxWeld/КНР);212;0
2828;Канал 1,0-1,2мм сталь красный, 5м (124.0035/GM0512, RF-26, пр-во FoxWeld/КНР);502;99
4559;Канал 1,0-1,2мм сталь красный, 4м (124.0031/GM0511, RF-26, пр-во FoxWeld/КНР);429;9
2831;Канал 1,0-1,2мм сталь красный, 3м (124.0026/GM0510, RF-26, пр-во FoxWeld/КНР);324;99
6274;Varteg Канал 0,6-0,8мм тефлон синий, 5м (126.0011/GM0602, пр-во FoxWeld/КНР);669;0
4563;FoxWeld Канал 0,6-0,8мм тефлон синий, 5м (126.0011/GM0602, пр-во FoxWeld/КНР);1026;9
2822;FoxWeld Канал 0,6-0,8мм тефлон синий, 3м (126.0005/GM0600, пр-во FoxWeld/КНР);700;99
3306;Канал 0,6-0,8мм сталь синий, 5м (124.0015/GM0502, пр-во FoxWeld/КНР);484;99
4558;Канал 0,6-0,8мм сталь синий, 4м (124.0012/GM0501, МВ-15, пр-во FoxWeld/КНР);399;9
2834;Канал 0,6-0,8мм сталь синий, 3м (124.0011/GM0500, МВ-15, пр-во FoxWeld/КНР);314;99
4562;FoxWeld Канал 0,6-0,8мм тефлон синий, 4м (126.0008/GM0601, пр-во FoxWeld/КНР);819;99
8834;Канал 0,6-0,8мм тефлон синий, 5м (126.0011/GM0602) ;716;0
4019;Ролик INVERMIG 358/508, SAGGIO MIG 500 D/P д.0,8-1,0 (18.85/37.05) (пр-во FoxWeld/КНР);708;9
4018;Ролик INVERMIG 358/508, SAGGIO MIG 500 D/P д.1,2-1,6 (18.85/37.05) (пр-во FoxWeld/КНР);708;99
3384;Ролик INVERMIG 253, FOXMIG 2500/3000 д.1,0-1,2 (24.75/34.95) (пр-во FoxWeld/КНР);708;9
3383;Ролик INVERMIG 253, FOXMIG 2500/3000 д.0,8-1,0 (24.75/34.95) (пр-во FoxWeld/КНР);708;9
3382;Ролик INVERMIG 185old/203/250/351/501 DUO+COMPACT+PWE д.1,2-1,6 (21.95/30.05)(пр-во FoxWeld/КНР);708;9
3381;Ролик INVERMIG 185old/203/250+COMPACT+PWE д.1,0-1,2 (21.95/30.05) (пр-во FoxWeld/КНР);708;0
3380;Ролик INVERMIG 185old/203/250+COMPACT+PWE д.0,8-1,0 (21.95/30.05) (пр-во FoxWeld/КНР);708;9
5955;Ролик (AL) SAGGIO MIG 200 д.0,8-1,0 (10.05/30.08) (пр-во FoxWeld/КНР);708;99
5972;Ролик INVERMIG 185NEW/205/185М/200/188Multi/160Combi/180Combi/SAGGIO MIG 200 д.0,6-0,8 (10.05/30.08) (пр-во FoxWeld/КНР);708;99
5359;Ролик (AL) INVERMIG 358/508, SAGGIO MIG 500 D/P д.1,2-1,6 (18.85/37.05) (пр-во FoxWeld/КНР);708;9
5358;Ролик (AL) INVERMIG 358/508, SAGGIO MIG 500 D/P д.0,8-1,0 (18.85/37.05) (пр-во FoxWeld/КНР);708;99
5971;Ролик INVERMIG 350E/500E SAGGIO MIG 250/200-S д.1,2-1,6 (9.99/30.05) (пр-во FoxWeld/КНР);708;99
5970;Ролик INVERMIG 350E/500E SAGGIO MIG 250/200-S д.1,0-1,2 (9.99/30.05)  (пр-во FoxWeld/КНР);708;0
5969;Ролик INVERMIG 350E/500E SAGGIO MIG 250/200-S д.0,8-1,0 (9.99/30.05)  (пр-во FoxWeld/КНР);708;9
5349;Ролик (AL) INVERMIG 185old/203/250+COMPACT+PWE д.1,0-1,2 (21.95/30.05) (пр-во FoxWeld/КНР);708;99
5973;Ролик INVERMIG 185NEW/205/185М/200/188Multi/160Combi/180Combi/SAGGIO MIG 200 д.0,8-1,0 (10.05/30.08) (пр-во FoxWeld/КНР);708;99
5587;Ролик INVERMIG 185old/203/250+COMPACT+PWE д.0,6-0,8 (21.95/30.05) (пр-во FoxWeld/КНР)			;708;0
5344;Ролик (AL) INVERMIG 185old/203/250+COMPACT+PWE д.0,8-1,0 (21.95/30.05) (пр-во FoxWeld/КНР);708;9
7840;Ролик INVERMIG 350E/500E SAGGIO MIG 250/200-S д.0,6-0,8 (9.99/30.05);708;1
7234;Ролик (AL) SAGGIO MIG 200S, SAGGIO MIG 250 д.0,8-1,0 (10/30);1056;99
7235;Ролик (AL) SAGGIO MIG 200S, SAGGIO MIG 250 д.1,0-1,2 (10/30);1028;99
9168;Ролик INVERMIG 240 DP д.0,8-1,0 V;708;9
9169;Ролик INVERMIG 240 DP д.1,0-1,2 U;708;99
9737;Ролик SAGGIO 355, 505, 507 K д.1,2-1,6 FLUX;1650;9
9738;Ролик SAGGIO 355, 505, 507 U д.1,2-1,6 AL;2485;9
9916;Ролик SAGGIO 350 HS, 500 HS K д.0,8-1,0 FLUX;;99
9917;Ролик SAGGIO 350 HS, 500 HS K д.1,2-1,6 FLUX;;99
9918;Ролик SAGGIO 350 HS, 500 HS U д.1,2-1,6 AL;;99
2744;FoxWeld Сопло керам. 12,5мм №8 газ.линза (701.0424/ТС0035, 42мм, пр-во FoxWeld/КНР);84;99
2742;FoxWeld Сопло керам. 9,5мм №6 газ.линза (701.0422/TC0033, 42мм, пр-во FoxWeld/КНР);91;99
2740;FoxWeld Сопло керам. 6,5мм № 4 газ.линза (701.0420/TC0031, 42мм, пр-во FoxWeld/КНР);73;99
6284;Varteg Сопло керам. 9,5мм №6 газ.линза (701.0422/TC0033, 42мм, пр-во FoxWeld/КНР);44;99
6283;Varteg Сопло керам. 8,0мм № 5 газ.линза (701.0421/ТС0032, 42мм, пр-во FoxWeld/КНР);43;99
6287;Varteg Сопло керам. 19,5мм №12 газ.линза (701.0426/ТС0036, 42мм, пр-во FoxWeld/КНР);41;99
6286;Varteg Сопло керам. 12,5мм №8 газ.линза (701.0424/ТС0035, 42мм, пр-во FoxWeld/КНР);44;99
6285;Varteg Сопло керам. 11,0мм №7 газ.линза (701.0423/ТС0034, 42мм, пр-во FoxWeld/КНР);44;99
2752;FoxWeld Cопло керам. 12,5мм №8 (701.0111/TC0006, пр-во FoxWeld/КНР);46;99
2743;FoxWeld Сопло керам. 11,0мм №7 газ.линза (701.0423/ТС0034, 42мм, пр-во FoxWeld/КНР);93;99
2750;FoxWeld Cопло керам. 9,5мм №6 (701.0109/TC0004, пр-во FoxWeld/КНР);46;99
2741;FoxWeld Сопло керам. 8,0мм № 5 газ.линза (701.0421/ТС0032, 42мм, пр-во FoxWeld/КНР);91;99
2748;FoxWeld Cопло керам. 8,0мм №5 (701.0108/TC0003, пр-во FoxWeld/КНР);46;99
2747;FoxWeld Cопло керам. 6,5мм №4 (701.0107/TC0002, пр-во FoxWeld/КНР);46;99
2739;FoxWeld Сопло керам. 19,5мм №12 газ.линза (701.0426/ТС0036, 42мм, пр-во FoxWeld/КНР);92;99
2751;FoxWeld Cопло керам. 11,0мм №7 (701.0110/TC0005, пр-во FoxWeld/КНР);46;99
2754;FoxWeld Cопло керам. 19,5мм №12 (701.0114/TC0008, пр-во FoxWeld/КНР);47;99
2753;FoxWeld Cопло керам. 16,0мм №10 (701.0113/TC0007, пр-во FoxWeld/КНР);46;99
6281;Varteg Cопло керам. 8,0мм №5 (701.0108/TC0003, пр-во FoxWeld/КНР);26;99
7237;Сопло керам. прозрачное 9 мм №8 VARTEG;292;99
7238;Сопло керам. прозрачное 14 мм №12 VARTEG;324;99
6282;Varteg Cопло керам. 9,5мм №6 (701.0109/TC0004, пр-во FoxWeld/КНР);26;99
8644;Cопло керамическое VARTEG 12,5мм №8 (701.0111/TC0006);26;99
9049;Cопло керам. 19,5мм №12 (701.0114/TC0008) VARTEG;43;99
9550;Сопло керам. №6 10 мм SAGGIO TIG-550;360;99
9551;Сопло керам. №8 13 мм SAGGIO TIG-550;360;99
9552;Сопло керам. №10 16 мм SAGGIO TIG-550;360;99
9553;Сопло керам. газ. линза №6 10 мм SAGGIO TIG-550;360;99
9554;Сопло керам. с оксидом алюм. газ. линза 13 мм SAGGIO TIG-550 №8;360;99
9555;Сопло керам. газ. линза №10 16 мм SAGGIO TIG-550;360;99
2626;FoxWeld Цанга 4,0мм х 50мм TIG17/18/26 (702.0011/TD0001-40, пр-во FoxWeld/КНР);50;99
6292;Varteg Цанга 3,2мм х 50мм TIG17/18/26 (702.0010/TD0001-32, пр-во FoxWeld/КНР);24;99
2775;FoxWeld Цанга 3,2мм х 50мм TIG17/18/26 (702.0010/TD0001-32, пр-во FoxWeld/КНР);50;99
6291;Varteg Цанга 3,0мм х 50мм TIG17/18/26 (702.0241, пр-во FoxWeld/КНР);25;99
2773;FoxWeld Цанга 3,0мм х 50мм TIG17/18/26 (702.0241, пр-во FoxWeld/КНР);45;99
6290;Varteg Цанга 2,4мм х 50мм TIG17/18/26 (702.0009/TD0001-24, пр-во FoxWeld/КНР);25;99
2769;FoxWeld Цанга 2,4мм х 50мм TIG17/18/26 (702.0009/TD0001-24, пр-во FoxWeld/КНР);50;99
6289;Varteg Цанга 2,0мм х 50мм TIG17/18/26 (702.0012/TD0001-20, пр-во FoxWeld/КНР);25;99
2767;FoxWeld Цанга 2,0мм х 50мм TIG17/18/26 (702.0012/TD0001-20, пр-во FoxWeld/КНР);45;99
6288;Varteg Цанга 1,6мм х 50мм TIG17/18/26 (702.0008/TD0001-16, пр-во FoxWeld/КНР);25;99
2765;FoxWeld Цанга 1,6мм х 50мм TIG17/18/26 (702.0008/TD0001-16, пр-во FoxWeld/КНР);45;99
2763;FoxWeld Цанга 1,0мм x 50мм TIG17/18/26 (702.0006/TD0001-10, пр-во FoxWeld/КНР);45;99
2723;FoxWeld Корпус цанги 4,0мм газ.линза (701.0211/TE0006-40, пр-во FoxWeld/КНР);252;99
2728;FoxWeld Корпус цанги 4,0мм TIG17/18/26 (701.0198/ТЕ0001-40, пр-во FoxWeld/КНР);93;99
2722;FoxWeld Корпус цанги 3,2мм газ.линза (701.0209/ТЕ0006-32, пр-во FoxWeld/КНР);279;99
6294;Varteg Корпус цанги 3,2мм TIG17/18/26 (701.0197/ТЕ0001-32, пр-во FoxWeld/КНР);71;99
2727;FoxWeld Корпус цанги 3,2мм TIG17/18/26 (701.0197/ТЕ0001-32, пр-во FoxWeld/КНР);88;99
2721;FoxWeld Корпус цанги 2,4мм газ.линза (701.0207/TE0006-24, пр-во FoxWeld/КНР);279;99
2726;FoxWeld Корпус цанги 2,4мм TIG17/18/26 (701.0196/ТЕ0001-24, пр-во FoxWeld/КНР);87;99
2720;FoxWeld Корпус цанги 1,6мм газ.линза (701.0203/ТЕ0006-16, пр-во FoxWeld/КНР);279;99
6293;Varteg Корпус цанги 1,6мм TIG17/18/26 (701.0191/ТЕ0001-16, пр-во FoxWeld/КНР);71;99
2725;FoxWeld Корпус цанги 1,6мм TIG17/18/26 (701.0191/ТЕ0001-16, пр-во FoxWeld/КНР);88;99
9556;Цанга усиленная 1,6 мм SAGGIO TIG-550;195;99
9557;Цанга усиленная 2,0 мм SAGGIO TIG-550;195;99
9558;Цанга усиленная 2,4 мм SAGGIO TIG-550;195;99
9559;Цанга усиленная 3,2 мм SAGGIO TIG-550;195;99
9560;Цанга усиленная 4,0 мм SAGGIO TIG-550;195;99
9561;Цанга усиленная 6,4 мм SAGGIO TIG-550;195;99
9562;Корпус цанги универсальный SAGGIO TIG-550;940;99
9563;Корпус цанги газ. Линза SAGGIO TIG-550;2100;99
1740;Вольфрамовый электрод WC-20 4,0мм / 175мм (1шт.) FoxWeld;615;99
1739;Вольфрамовый электрод WC-20 3,2мм / 175мм (1шт.) FoxWeld;393;99
1738;Вольфрамовый электрод WC-20 3,0мм / 175мм (1шт.) FoxWeld;347;99
1737;Вольфрамовый электрод WC-20 2,4мм / 175мм (1шт.) FoxWeld;223;99
1736;Вольфрамовый электрод WC-20 2,0мм / 175мм (1шт.) FoxWeld;157;99
1735;Вольфрамовый электрод WC-20 1,6мм / 175мм (1шт.) FoxWeld;100;99
1734;Вольфрамовый электрод WC-20 1,0мм / 175мм (1шт.) FoxWeld;47;99
1756;Вольфрамовый электрод WL-20 4,0мм / 175мм (1шт.) FoxWeld;615;99
1755;Вольфрамовый электрод WL-20 3,2мм / 175мм (1шт.) FoxWeld;393;99
1754;Вольфрамовый электрод WL-20 3,0мм / 175мм (1шт.) FoxWeld;347;99
1753;Вольфрамовый электрод WL-20 2,4мм / 175мм (1шт.) FoxWeld;223;99
1752;Вольфрамовый электрод WL-20 2,0мм / 175мм (1шт.) FoxWeld;157;99
5584;Вольфрамовый электрод WL-20 1,6мм / 175мм (1шт.) FoxWeld;100;0
1750;Вольфрамовый электрод WL-20 1,0мм / 175мм (1шт.) FoxWeld;47;99
1751;Вольфрамовый электрод WL-20 1,6мм / 175мм (упак.) FoxWeld;1000;99
1764;Вольфрамовый электрод WP 4,0мм / 175мм (1шт.) FoxWeld;615;5
1763;Вольфрамовый электрод WP 3,2мм / 175мм (1шт.) FoxWeld;393;99
1762;Вольфрамовый электрод WP 3,0мм / 175мм (1шт.) FoxWeld;367;99
1761;Вольфрамовый электрод WP 2,4мм / 175мм (1шт.) FoxWeld;223;99
1760;Вольфрамовый электрод WP 2,0мм / 175мм (1шт.) FoxWeld;157;99
1759;Вольфрамовый электрод WP 1,6мм / 175мм (1шт.) FoxWeld;100;99
1757;Вольфрамовый электрод WP 1,0мм / 175мм (1шт.) FoxWeld;47;99
1747;Вольфрамовый электрод WY-20 4,0мм / 175мм (1шт.) FoxWeld;615;99
1746;Вольфрамовый электрод WY-20 3,2мм / 175мм (1шт.) FoxWeld;393;99
1745;Вольфрамовый электрод WY-20 3,0мм / 175мм (1шт.) FoxWeld;347;99
1744;Вольфрамовый электрод WY-20 2,4мм / 175мм (1шт.) FoxWeld;223;99
1743;Вольфрамовый электрод WY-20 2,0мм / 175мм (1шт.) FoxWeld;163;99
1742;Вольфрамовый электрод WY-20 1,6мм / 175мм (1шт.) FoxWeld;100;99
1741;Вольфрамовый электрод WY-20 1,0мм / 175мм (1шт.) FoxWeld;47;99
6250;Набор вольфрамовых электродов WZ-8 д.1,0 - 3,0 (5шт.);1082;1
1779;Вольфрамовый электрод WZ-8 4,0мм / 175мм (1шт.) FoxWeld;615;99
